age,occupation_type,income_range,urban_or_rural,credit_score,debt_to_income_ratio,premium_payment_delay_days,policy_lapse_count,annual_income,claim_amount,claim_amount_vs_income_ratio,total_previous_claims,high_value_claim_ratio,claim_frequency_last_3yrs,previous_claim_rejection_count,multi_policy_count,legal_dispute_count,previous_fraud_flag,identity_verification_score,document_mismatch_score,claim_submission_hour,geo_distance_from_registered_address,device_risk_score,IP_address_change_count,claim_submission_weekend_flag,fraud_label
50,salaried,low,urban,789,0.39,3,0,242849,371992,1.53,2,0.19,0.9,0,4,1,0,0.72,0.48,2,0.0,0.53,1,0,1
31,self_employed,medium,urban,573,0.18,6,4,868926,50552,0.06,2,0.3,2.0,1,1,0,1,0.87,0.4,3,54.5,0.84,4,1,1
27,self_employed,medium,urban,664,0.16,2,0,537954,143877,0.27,2,0.08,2.0,1,4,0,0,0.74,0.37,7,86.1,0.0,1,0,0
51,salaried,low,rural,620,0.41,7,0,225114,103710,0.46,0,0.26,3.0,1,3,1,0,1.0,0.72,19,47.1,0.15,0,1,1
64,salaried,low,urban,810,0.45,2,0,389623,183430,0.47,4,0.2,0.0,1,3,0,1,0.83,0.18,19,109.6,0.0,1,1,0
30,business,medium,urban,714,0.28,7,2,876851,304351,0.35,4,0.45,0.6,1,3,0,0,0.82,0.24,18,55.4,0.42,4,0,0
59,student,medium,urban,742,0.05,5,0,589492,30717,0.05,3,0.49,1.3,0,4,0,0,0.94,0.08,9,103.1,0.38,1,0,0
33,salaried,medium,urban,713,0.18,9,0,693008,303965,0.44,2,0.14,1.5,1,2,0,0,0.91,0.03,17,35.0,0.12,2,0,0
51,salaried,low,urban,706,0.5,3,0,274465,80156,0.29,4,0.32,2.5,1,2,0,0,0.66,0.3,22,104.9,0.39,3,1,0
27,salaried,medium,urban,619,0.24,4,0,741680,232928,0.31,2,0.23,0.0,0,3,0,0,0.94,0.01,0,15.7,0.6,2,0,0
69,self_employed,medium,rural,648,0.3,5,3,758908,5000,0.01,2,0.51,2.2,0,2,0,0,0.74,0.0,2,49.1,0.0,2,1,0
62,salaried,low,urban,685,0.43,4,0,313579,5000,0.02,3,0.11,0.6,0,4,1,0,0.79,0.16,18,0.0,0.29,1,0,0
62,retired,low,urban,634,0.3,7,2,276409,161859,0.59,2,0.19,0.3,1,2,0,0,0.77,0.2,6,29.6,0.35,1,0,0
56,salaried,medium,rural,621,0.56,7,1,584453,332137,0.57,1,0.1,1.4,0,4,1,0,0.83,0.48,9,53.0,0.03,3,0,0
40,salaried,high,urban,665,0.29,3,0,1581386,306901,0.19,1,0.27,1.1,1,2,0,0,0.98,0.0,6,0.0,0.06,1,0,0
24,self_employed,medium,urban,637,0.22,5,1,689285,5000,0.01,1,0.31,3.6,1,4,1,1,0.74,0.0,1,117.4,0.24,0,0,1
27,business,low,urban,683,0.53,7,1,237520,313070,1.32,3,0.12,1.8,1,4,0,0,0.78,0.12,21,50.5,0.37,1,0,0
21,self_employed,low,rural,648,0.36,8,0,373484,243147,0.65,5,0.29,1.9,0,2,0,0,0.84,0.17,22,77.5,0.55,0,0,0
64,salaried,high,urban,632,0.19,3,0,1000000,232561,0.23,0,0.18,1.0,0,4,1,0,0.9,0.0,17,37.9,0.4,1,0,0
65,retired,low,rural,615,0.42,3,0,237513,454336,1.91,2,0.01,1.0,0,2,0,1,0.89,0.27,0,12.5,0.48,1,0,1
62,salaried,medium,urban,680,0.31,8,0,568263,105062,0.18,2,0.06,0.0,1,4,0,0,0.84,0.31,2,0.0,0.55,2,0,0
67,student,medium,urban,742,0.18,2,0,608962,296830,0.49,4,0.05,1.6,2,2,0,0,0.75,0.0,20,77.9,0.69,1,0,0
33,salaried,low,rural,725,0.36,5,2,225289,184617,0.82,0,0.12,0.0,0,2,0,1,0.86,0.36,9,105.2,0.32,2,0,1
42,business,high,rural,573,0.33,5,0,1394190,375163,0.27,2,0.41,0.2,0,2,1,0,1.0,0.38,2,44.0,0.0,2,0,0
41,self_employed,medium,urban,740,0.1,3,1,450000,221860,0.49,2,0.08,1.3,0,2,0,0,0.76,0.0,1,0.0,0.68,1,0,0
42,salaried,medium,rural,725,0.19,7,1,626118,117697,0.19,1,0.14,0.7,0,1,1,0,0.99,0.51,14,101.2,0.84,2,0,0
48,student,low,urban,742,0.63,4,0,342254,101463,0.3,2,0.3,0.5,0,3,0,0,0.88,0.44,13,105.6,0.28,0,1,0
29,salaried,low,urban,755,0.36,4,1,276185,207923,0.75,2,0.23,0.7,0,2,1,0,0.9,0.12,14,57.2,0.78,1,0,0
46,salaried,medium,urban,629,0.55,4,0,583769,84968,0.15,2,0.48,1.7,0,1,0,0,0.82,0.09,9,74.4,0.47,0,1,0
29,self_employed,medium,urban,659,0.4,5,0,900749,5000,0.01,1,0.26,1.8,0,4,0,0,0.64,0.0,10,119.3,0.46,0,0,0
35,salaried,low,urban,805,0.54,7,0,281697,337918,1.2,0,0.51,0.1,1,1,0,0,0.94,0.0,21,75.2,0.34,2,0,1
30,self_employed,low,urban,801,0.43,2,2,284322,315821,1.11,1,0.08,1.7,2,1,2,0,0.67,0.14,23,85.0,0.0,0,0,0
44,salaried,low,urban,674,0.21,5,2,370077,180154,0.49,1,0.03,2.0,0,1,1,0,0.87,0.21,19,128.3,0.33,1,0,0
62,salaried,high,urban,722,0.44,7,0,1805836,265282,0.15,0,0.16,3.1,0,1,0,0,0.73,0.33,1,61.8,0.71,1,0,1
28,salaried,medium,rural,728,0.21,5,0,571299,271882,0.48,0,0.38,1.7,0,3,0,0,1.0,0.42,4,0.0,0.48,2,0,0
44,salaried,high,rural,803,0.49,0,0,1372676,186174,0.14,3,0.16,0.0,0,1,0,0,0.77,0.03,9,190.1,0.29,0,0,0
36,self_employed,low,rural,704,0.38,4,1,289845,5000,0.02,2,0.28,1.8,0,3,1,0,0.88,0.24,7,110.6,0.0,2,0,0
69,business,high,urban,595,0.35,0,0,1430336,221573,0.15,1,0.06,2.2,1,4,0,0,0.64,0.35,8,103.8,0.54,2,0,0
46,student,low,urban,646,0.28,3,0,326010,149027,0.46,0,0.27,2.2,0,4,0,0,0.69,0.39,13,17.4,0.32,0,0,0
47,business,medium,rural,899,0.47,9,0,676072,421232,0.62,0,0.14,2.5,1,1,0,0,0.74,0.13,19,51.7,0.37,1,0,0
57,salaried,high,rural,591,0.33,3,2,1239222,259093,0.21,1,0.11,2.4,0,4,0,0,0.88,0.34,2,0.0,0.22,0,0,0
24,salaried,low,urban,683,0.06,5,1,346306,259565,0.75,0,0.03,1.2,0,3,1,0,0.94,0.36,0,20.5,0.48,3,0,0
44,salaried,medium,rural,841,0.09,5,0,743623,358513,0.48,1,0.34,1.4,0,3,0,0,0.81,0.54,15,23.2,0.57,0,0,0
39,salaried,low,rural,624,0.16,6,0,292322,193320,0.66,0,0.59,0.6,1,1,0,0,0.68,0.23,15,16.7,0.38,1,0,0
56,self_employed,low,rural,489,0.47,2,0,319984,419105,1.31,0,0.33,0.2,2,2,0,1,0.78,0.21,9,0.0,0.66,0,0,1
59,salaried,medium,urban,501,0.48,6,1,574216,57212,0.1,5,0.06,0.4,1,3,0,0,0.87,0.11,13,0.0,0.55,1,0,0
30,salaried,medium,urban,624,0.4,5,0,618348,166491,0.27,4,0.14,2.0,0,4,0,0,0.95,0.06,18,77.0,0.39,1,0,0
45,retired,medium,urban,556,0.4,5,0,744457,340803,0.46,4,0.2,0.4,0,2,1,0,0.93,0.16,15,60.2,0.22,1,1,0
38,self_employed,medium,urban,752,0.57,4,1,613251,32577,0.05,3,0.23,1.4,1,2,0,0,0.83,0.0,20,108.7,0.2,0,0,0
39,salaried,medium,urban,698,0.4,5,1,657774,137672,0.21,2,0.65,1.7,0,1,0,0,0.98,0.15,10,0.0,0.0,1,0,0
56,salaried,low,urban,530,0.45,2,1,246931,238255,0.96,2,0.02,1.8,1,4,0,0,1.0,0.0,20,65.5,0.05,0,0,0
30,salaried,low,rural,568,0.35,4,0,304615,243922,0.8,0,0.09,2.5,0,2,0,1,0.93,0.0,14,36.6,0.27,2,0,1
53,student,high,urban,766,0.28,1,1,1576456,103286,0.07,0,0.32,1.6,0,3,1,0,0.62,0.06,1,41.7,0.38,1,0,0
25,salaried,low,urban,693,0.31,5,4,290896,354842,1.22,2,0.12,1.4,0,1,0,0,0.56,0.33,4,1.1,0.32,0,0,1
67,salaried,medium,urban,780,0.66,6,0,717593,60262,0.08,2,0.17,2.7,1,2,0,0,0.76,0.37,18,0.0,0.53,0,1,0
69,salaried,low,rural,758,0.19,3,0,362208,206491,0.57,4,0.39,0.4,0,2,0,0,0.69,0.23,8,47.1,0.37,2,0,0
55,self_employed,medium,rural,599,0.4,3,1,620602,100937,0.16,0,0.14,1.2,1,1,0,0,1.0,0.26,10,0.0,0.13,1,0,0
64,salaried,medium,urban,741,0.12,3,0,766554,5000,0.01,0,0.24,1.0,0,4,0,0,0.87,0.36,11,0.0,0.13,0,0,0
54,business,low,rural,719,0.26,7,0,247263,96187,0.39,4,0.13,1.6,0,1,0,0,0.76,0.17,12,19.0,0.43,1,1,0
53,business,low,urban,542,0.47,10,0,388357,142061,0.37,4,0.07,1.6,0,1,1,0,0.92,0.29,1,74.0,0.02,0,0,0
41,business,medium,urban,584,0.08,10,1,753512,24520,0.03,1,0.19,0.0,1,2,0,0,0.66,0.06,0,0.0,0.24,0,1,0
37,salaried,medium,rural,850,0.49,11,1,834267,328976,0.39,1,0.24,0.0,1,4,0,0,0.99,0.33,20,30.9,0.44,2,0,0
42,business,low,urban,615,0.66,4,0,240313,200500,0.83,1,0.16,0.4,0,4,0,0,1.0,0.22,10,0.0,0.07,0,1,0
68,self_employed,medium,urban,708,0.4,5,0,765877,215435,0.28,3,0.48,1.2,0,1,0,0,0.79,0.31,7,90.2,0.17,1,0,0
57,salaried,low,urban,666,0.54,5,1,378403,169521,0.45,1,0.09,0.1,0,4,0,0,0.83,0.18,16,125.9,0.3,2,1,0
35,self_employed,high,urban,692,0.39,2,0,1958732,166704,0.09,1,0.15,0.0,0,1,0,0,0.78,0.52,11,82.2,0.35,0,0,0
55,salaried,medium,urban,671,0.46,6,1,635726,248376,0.39,4,0.1,0.4,2,1,0,0,0.89,0.51,8,98.1,0.4,1,0,0
48,salaried,low,rural,747,0.42,6,0,335817,120539,0.36,1,0.05,0.8,0,3,0,0,0.79,0.5,22,189.0,0.31,1,0,0
27,business,medium,urban,745,0.27,7,0,638579,5000,0.01,2,0.03,0.5,1,3,0,0,0.87,0.0,22,0.0,0.27,3,0,0
52,salaried,medium,rural,688,0.26,8,0,649996,5000,0.01,0,0.37,1.7,0,1,0,0,0.88,0.32,19,52.3,0.22,3,1,0
31,self_employed,low,urban,616,0.53,5,0,397466,217496,0.55,1,0.41,1.7,1,3,0,0,0.69,0.58,23,33.3,0.59,1,0,0
30,salaried,medium,urban,640,0.34,6,2,808796,145816,0.18,1,0.29,2.6,0,2,0,0,1.0,0.26,11,63.2,0.09,0,0,0
29,student,low,urban,569,0.33,5,1,372274,498706,1.34,3,0.1,1.6,0,1,0,0,0.96,0.31,22,10.1,0.55,1,0,1
34,retired,low,urban,656,0.33,3,0,371559,288223,0.78,1,0.26,0.4,0,2,0,1,0.83,0.3,5,55.4,0.3,0,0,0
33,student,low,urban,556,0.4,3,2,325600,227704,0.7,1,0.16,1.4,1,1,1,0,0.73,0.68,15,75.9,0.26,1,0,1
45,salaried,medium,urban,695,0.17,2,2,799638,5000,0.01,2,0.56,1.2,1,2,0,0,0.88,0.39,2,68.5,0.35,0,0,1
22,salaried,low,urban,700,0.32,3,1,201538,100995,0.5,0,0.15,1.9,0,3,0,0,1.0,0.46,16,0.0,0.09,1,1,0
55,self_employed,medium,rural,750,0.4,4,0,875917,298481,0.34,0,0.05,1.7,0,1,0,0,0.63,0.24,10,88.9,0.53,1,0,0
27,salaried,medium,urban,594,0.16,12,1,708035,204648,0.29,0,0.22,1.5,0,1,0,0,0.76,0.38,2,4.8,0.45,0,0,0
41,salaried,medium,rural,599,0.38,7,0,729720,66582,0.09,3,0.16,2.4,0,3,0,0,0.86,0.18,22,12.8,0.17,0,0,0
38,self_employed,medium,rural,786,0.22,8,0,583840,37919,0.06,4,0.5,2.5,0,2,0,0,1.0,0.61,13,8.6,0.42,0,0,0
23,self_employed,high,urban,584,0.4,3,1,1721021,244775,0.14,3,0.36,0.5,0,1,0,0,0.85,0.06,6,73.8,0.16,1,0,0
62,retired,medium,urban,823,0.67,6,0,750625,103754,0.14,1,0.22,0.2,0,3,0,0,0.82,0.02,7,0.0,0.06,1,1,0
59,salaried,medium,urban,615,0.33,6,0,803940,124684,0.16,2,0.26,0.0,0,3,0,0,0.89,0.0,16,108.0,0.37,1,0,0
61,salaried,low,rural,615,0.19,6,1,220047,156163,0.71,0,0.29,1.7,0,4,0,0,0.97,0.32,9,161.4,0.26,1,0,0
69,salaried,high,urban,738,0.39,3,2,1442966,346292,0.24,1,0.1,0.3,1,3,1,0,0.87,0.64,7,33.4,0.27,0,0,0
31,student,low,urban,718,0.42,5,1,285365,151457,0.53,2,0.16,0.8,1,3,1,0,0.77,0.26,20,0.0,0.56,1,0,0
59,business,low,urban,794,0.21,6,0,256581,348345,1.36,2,0.04,1.8,0,2,0,0,0.95,0.73,19,0.0,0.47,1,0,1
44,business,medium,urban,547,0.09,4,2,659514,133386,0.2,1,0.55,2.4,0,1,0,0,0.96,0.53,14,32.2,0.5,1,0,0
66,student,low,urban,717,0.21,6,1,277070,6341,0.02,1,0.12,0.8,0,1,0,1,1.0,0.37,21,12.9,0.07,0,1,0
39,self_employed,low,rural,676,0.34,5,0,309408,147979,0.48,2,0.37,2.7,0,3,0,0,0.88,0.02,5,85.0,0.28,1,1,0
24,self_employed,medium,urban,604,0.28,8,1,890507,179143,0.2,1,0.31,1.0,1,3,0,0,0.81,0.41,18,99.1,0.48,2,0,0
46,salaried,medium,rural,811,0.51,7,1,583152,5000,0.01,3,0.55,2.7,0,4,0,0,0.78,0.73,7,0.0,0.57,2,1,0
58,self_employed,medium,rural,696,0.43,4,1,579919,56373,0.1,3,0.19,0.2,1,3,0,0,0.77,0.47,9,28.1,0.29,1,0,0
62,self_employed,high,urban,675,0.37,5,1,1353288,248816,0.18,1,0.27,1.3,2,1,0,0,0.71,0.46,4,0.0,0.0,2,0,0
52,self_employed,low,urban,711,0.09,3,0,277358,120612,0.43,3,0.36,0.9,1,1,0,0,0.88,0.09,1,54.3,0.46,1,0,0
59,retired,low,urban,559,0.44,5,2,225020,281160,1.25,2,0.3,1.9,0,4,0,0,1.0,0.34,2,0.0,0.48,3,1,1
65,retired,medium,urban,592,0.65,10,1,530353,12695,0.02,3,0.24,0.8,0,1,0,0,1.0,0.58,8,0.0,0.29,0,1,0
66,business,low,urban,656,0.48,4,0,346253,78761,0.23,2,0.49,1.9,1,4,0,0,0.7,0.4,23,11.7,0.42,3,1,0
56,business,medium,rural,702,0.25,6,0,740228,267471,0.36,2,0.09,1.7,1,3,1,0,0.9,0.0,15,75.0,0.0,2,0,0
60,self_employed,low,urban,769,0.33,5,1,292014,193284,0.66,3,0.15,2.6,0,2,0,0,0.84,0.34,1,2.6,0.52,2,0,0
57,salaried,medium,urban,618,0.42,4,1,596632,5000,0.01,1,0.37,0.1,0,4,0,0,0.81,0.26,7,93.9,0.42,0,0,0
53,salaried,medium,urban,602,0.56,1,0,557494,211665,0.38,6,0.26,1.7,0,1,0,0,0.88,0.19,14,0.0,0.13,2,1,0
56,self_employed,medium,urban,715,0.24,8,1,764669,350162,0.46,1,0.1,2.7,0,4,0,0,1.0,0.37,15,30.5,0.64,4,0,0
23,business,medium,rural,670,0.28,5,1,574502,156730,0.27,0,0.53,1.8,1,2,0,0,0.94,0.15,16,0.0,0.0,1,1,0
29,salaried,medium,urban,545,0.34,3,0,680206,112503,0.17,4,0.3,2.4,1,4,0,0,0.94,0.33,0,101.2,0.34,2,0,1
28,student,low,urban,615,0.33,4,0,281743,304983,1.08,0,0.54,0.3,0,4,0,0,0.7,0.17,2,122.6,0.62,0,0,1
53,salaried,low,urban,667,0.47,3,0,377213,111185,0.29,1,0.2,0.0,2,4,0,0,0.9,0.14,4,87.5,0.81,1,1,1
26,salaried,low,rural,669,0.39,6,1,271619,246778,0.91,3,0.28,1.9,0,1,0,0,0.85,0.07,10,115.2,0.04,1,0,0
61,self_employed,medium,urban,686,0.14,7,1,1000000,144991,0.14,1,0.28,1.9,2,3,0,0,1.0,0.2,19,32.7,0.36,2,0,0
59,salaried,medium,rural,588,0.25,6,1,776644,52621,0.07,3,0.13,0.1,0,3,0,0,0.72,0.3,7,0.0,0.27,2,0,0
24,salaried,medium,urban,670,0.26,4,2,737585,111284,0.15,4,0.22,1.0,0,1,0,0,0.69,0.33,14,15.0,0.3,2,0,0
33,salaried,low,urban,746,0.05,1,1,362754,5000,0.01,0,0.25,0.9,1,3,0,0,0.93,0.18,6,0.0,0.33,2,0,0
69,business,medium,urban,477,0.49,5,0,511216,274967,0.54,1,0.53,1.2,0,3,0,0,0.97,0.4,2,60.2,0.41,1,1,0
22,salaried,high,urban,660,0.37,4,0,1381499,260044,0.19,0,0.28,1.0,1,1,0,0,0.9,0.7,12,14.6,0.86,2,1,1
25,self_employed,low,urban,563,0.27,4,2,365075,208418,0.57,1,0.18,1.3,0,2,0,0,1.0,0.49,5,0.0,0.6,2,0,0
64,self_employed,low,urban,677,0.49,9,0,318717,108552,0.34,2,0.1,2.5,0,2,0,0,0.75,0.22,3,41.9,0.0,1,0,0
47,salaried,low,urban,574,0.4,4,0,241580,273662,1.13,2,0.15,1.9,0,3,0,1,0.81,0.25,19,0.0,0.11,1,0,1
52,retired,medium,urban,689,0.16,2,2,504537,254673,0.5,1,0.29,0.7,1,3,1,0,0.63,0.45,4,53.8,0.49,1,0,0
41,salaried,medium,urban,793,0.44,2,1,637762,274468,0.43,0,0.2,3.0,0,4,0,0,0.79,0.27,1,0.0,0.02,0,1,0
28,retired,low,urban,611,0.56,5,1,300067,226691,0.76,0,0.17,1.1,0,2,0,0,0.78,0.39,4,40.5,0.03,0,1,0
58,self_employed,medium,rural,621,0.33,4,2,810983,151643,0.19,1,0.19,1.3,2,1,1,0,0.89,0.18,7,51.9,0.2,0,0,0
28,retired,low,urban,647,0.34,5,0,269225,153130,0.57,1,0.14,1.2,2,1,0,0,0.92,0.56,8,0.0,0.51,1,0,0
23,salaried,medium,urban,702,0.37,4,1,534393,5000,0.01,2,0.2,1.0,0,2,0,0,0.81,0.27,15,19.8,0.54,0,0,0
64,self_employed,medium,urban,608,0.17,6,0,637522,32830,0.05,4,0.06,1.1,2,3,0,0,0.99,0.28,10,46.5,0.08,4,0,0
23,salaried,medium,rural,653,0.37,6,0,833111,232083,0.28,4,0.3,0.0,2,1,0,0,0.86,0.46,10,0.0,0.0,3,0,0
42,salaried,low,rural,633,0.22,7,1,405027,363854,0.9,2,0.4,0.7,0,4,0,0,1.0,0.2,3,73.0,0.56,2,0,1
26,self_employed,high,urban,647,0.35,11,0,1550890,279193,0.18,6,0.39,3.4,0,2,0,0,0.83,0.24,19,130.9,0.5,1,1,0
22,salaried,medium,urban,703,0.37,3,0,634374,150233,0.24,2,0.22,1.5,0,2,0,0,0.96,0.4,11,37.0,0.34,0,0,0
43,self_employed,low,rural,718,0.43,7,0,320657,81695,0.25,4,0.34,1.1,0,3,0,0,0.65,0.16,23,96.3,0.27,3,0,0
64,salaried,low,rural,576,0.44,6,1,337186,262469,0.78,1,0.31,2.1,0,4,0,0,1.0,0.16,18,54.7,0.3,0,0,0
22,salaried,medium,rural,702,0.21,2,1,687008,201682,0.29,1,0.16,0.8,0,2,0,0,0.82,0.18,2,26.2,0.33,5,1,0
58,business,high,rural,900,0.38,2,1,1384656,81336,0.06,2,0.13,1.8,0,2,0,0,1.0,0.23,0,41.0,0.16,1,0,0
37,salaried,high,rural,788,0.49,8,0,1029998,207123,0.2,2,0.25,2.5,2,3,0,0,0.81,0.14,5,27.8,0.62,0,1,0
55,self_employed,medium,rural,635,0.18,3,2,729198,270784,0.37,6,0.11,1.4,1,1,1,1,0.8,0.2,1,54.7,0.0,4,0,0
54,self_employed,high,urban,689,0.61,6,0,1310508,5000,0.0,2,0.58,0.0,0,2,0,0,0.91,0.4,19,53.7,0.57,1,0,0
43,business,low,urban,677,0.2,5,2,230628,167530,0.73,1,0.28,0.8,0,3,0,0,0.87,0.61,9,100.0,0.1,0,1,0
50,salaried,low,urban,712,0.59,7,2,291340,334166,1.15,2,0.36,1.7,1,3,0,0,0.66,0.28,11,9.6,0.0,0,0,0
28,self_employed,high,rural,650,0.21,3,0,1528940,304822,0.2,1,0.12,1.7,0,4,1,0,0.6,0.21,9,10.0,0.41,4,0,0
42,retired,medium,rural,661,0.34,5,0,818853,177301,0.22,1,0.55,1.9,0,4,0,0,0.95,0.08,15,93.9,0.45,3,0,0
64,business,medium,urban,628,0.32,0,1,789536,59705,0.08,1,0.22,0.0,0,1,0,0,0.9,0.34,6,42.6,0.24,0,0,0
56,self_employed,medium,urban,756,0.14,4,0,893465,9695,0.01,2,0.1,1.6,0,2,0,0,0.93,0.3,7,33.2,0.44,0,1,0
25,self_employed,high,urban,701,0.45,3,1,1581896,286488,0.18,2,0.7,1.0,1,4,0,0,0.96,0.07,1,0.0,0.0,0,0,0
33,business,medium,urban,702,0.46,6,0,733076,116066,0.16,2,0.38,1.0,0,2,0,0,0.76,0.22,2,126.3,0.61,1,1,0
49,self_employed,high,urban,765,0.44,8,0,1425203,255653,0.18,1,0.11,0.6,2,2,0,0,0.79,0.19,16,10.7,0.02,1,1,0
51,salaried,medium,urban,766,0.31,3,0,651703,318954,0.49,2,0.09,2.0,1,2,0,0,0.69,0.11,18,55.8,0.51,4,0,0
67,salaried,low,rural,753,0.24,2,0,279080,87887,0.31,0,0.04,1.5,1,2,0,0,0.81,0.2,19,11.2,0.31,1,0,0
36,business,high,urban,764,0.51,3,2,1084725,138682,0.13,1,0.26,1.8,1,1,0,0,0.96,0.41,17,78.4,0.32,0,1,0
62,salaried,low,urban,789,0.38,4,1,150000,318061,2.12,1,0.08,2.1,1,2,0,0,0.8,0.0,13,90.9,0.0,1,0,0
50,business,high,urban,612,0.24,3,0,1081184,156742,0.14,3,0.35,0.4,1,3,0,0,0.85,0.35,6,0.0,0.77,0,0,0
36,salaried,medium,urban,659,0.38,3,0,731385,249074,0.34,3,0.22,2.1,1,2,0,0,0.91,0.21,2,127.5,0.6,1,0,0
32,self_employed,medium,rural,729,0.1,4,2,817604,140855,0.17,3,0.23,2.1,0,1,0,0,0.74,0.44,5,0.0,0.11,0,1,0
37,salaried,medium,urban,618,0.37,5,0,712391,40977,0.06,2,0.5,1.0,0,1,0,0,0.79,0.0,14,35.4,0.66,1,0,0
36,salaried,low,urban,654,0.45,5,1,170764,241847,1.42,3,0.43,2.1,0,2,0,0,0.95,0.0,1,0.0,0.21,0,1,1
32,retired,low,urban,693,0.32,8,0,350225,362005,1.03,1,0.46,1.1,1,4,0,1,0.67,0.39,17,76.4,0.2,1,1,0
28,student,high,urban,663,0.46,6,0,1937662,229231,0.12,3,0.44,0.0,0,4,0,0,0.85,0.2,21,128.2,0.0,0,1,0
40,self_employed,high,urban,684,0.47,4,0,1219798,253846,0.21,2,0.26,1.5,0,2,0,0,0.93,0.1,19,60.7,0.25,1,0,0
23,self_employed,low,urban,599,0.39,5,1,306556,255746,0.83,0,0.32,0.4,1,4,1,0,0.9,0.15,10,7.8,0.29,1,0,1
36,self_employed,high,urban,677,0.62,8,2,1255910,379580,0.3,2,0.13,1.2,0,3,0,0,0.91,0.22,1,0.0,0.11,0,0,0
50,self_employed,high,urban,689,0.55,4,0,1793300,142088,0.08,1,0.18,2.5,0,3,0,0,0.81,0.08,23,148.7,0.48,2,0,0
65,self_employed,medium,urban,793,0.44,2,2,827258,5000,0.01,2,0.13,1.1,0,2,0,0,0.75,0.48,6,0.0,0.69,0,0,0
43,salaried,low,urban,661,0.4,6,1,292311,331369,1.13,2,0.1,2.6,0,4,0,0,0.92,0.11,22,0.0,0.48,0,0,0
48,self_employed,high,urban,634,0.31,3,1,1000000,5000,0.0,3,0.11,0.8,1,1,0,0,0.9,0.32,6,10.6,0.0,1,0,0
60,business,medium,rural,729,0.25,5,0,760059,122191,0.16,0,0.45,1.6,0,3,0,0,0.92,0.55,19,13.6,0.0,0,0,0
25,retired,high,rural,457,0.47,4,0,1119954,84590,0.08,3,0.31,1.5,0,2,0,0,0.69,0.27,23,1.7,0.36,1,1,0
40,salaried,high,urban,657,0.32,4,0,1407440,84667,0.06,2,0.21,1.1,0,1,0,0,0.72,0.22,18,0.0,0.55,1,0,0
60,business,high,urban,644,0.2,7,0,1273947,289323,0.23,4,0.39,1.1,0,1,0,0,0.78,0.41,19,29.4,0.24,4,1,0
64,self_employed,medium,urban,698,0.23,2,2,605469,263861,0.44,1,0.58,0.3,0,3,1,0,0.81,0.06,14,47.3,0.33,1,0,0
21,salaried,low,urban,767,0.25,8,1,330778,78365,0.24,4,0.24,1.7,1,4,0,0,0.89,0.29,20,48.3,0.31,1,0,0
50,salaried,low,urban,788,0.61,6,3,252476,328584,1.3,0,0.43,2.2,0,1,0,0,0.74,0.42,16,0.0,0.23,2,0,0
41,salaried,low,rural,697,0.48,8,0,327355,150259,0.46,0,0.18,0.0,1,2,0,0,0.84,0.64,11,0.0,0.41,1,1,0
40,salaried,low,rural,571,0.36,4,0,381853,404286,1.06,1,0.54,2.0,0,2,0,1,0.94,0.79,11,21.5,0.38,2,0,1
26,salaried,medium,urban,644,0.41,7,0,710380,134058,0.19,2,0.12,0.2,1,4,0,0,0.84,0.0,18,37.4,0.55,0,1,0
42,business,medium,urban,651,0.43,5,1,481202,126571,0.26,5,0.06,2.1,1,4,0,0,0.97,0.06,14,49.1,0.03,0,1,0
38,business,high,rural,705,0.22,5,0,1441757,136623,0.09,2,0.49,0.3,1,4,0,0,0.83,0.38,0,0.0,0.0,2,1,0
28,self_employed,low,urban,683,0.17,9,1,273451,71664,0.26,1,0.4,1.4,0,4,0,0,0.93,0.21,16,32.9,0.3,0,0,0
59,retired,medium,urban,631,0.51,4,0,601284,247034,0.41,3,0.09,0.0,0,2,0,0,1.0,0.11,0,140.8,0.19,0,0,0
52,salaried,low,rural,592,0.15,1,1,295454,98162,0.33,1,0.3,0.5,1,2,0,0,1.0,0.13,23,8.0,0.14,1,0,0
53,salaried,low,rural,619,0.35,5,0,381709,147576,0.39,2,0.56,2.3,1,1,1,0,0.64,0.53,21,0.0,0.08,3,1,0
36,self_employed,low,rural,616,0.24,5,1,242612,237265,0.98,4,0.21,1.7,0,1,0,0,0.96,0.43,22,104.6,0.55,1,1,0
32,salaried,medium,urban,793,0.38,5,2,716840,417816,0.58,1,0.13,1.7,0,2,0,0,0.97,0.4,5,37.2,0.27,1,0,0
58,salaried,low,urban,626,0.31,7,0,338191,99668,0.29,0,0.14,1.2,0,4,0,0,0.98,0.23,16,8.2,0.89,1,1,0
54,salaried,medium,urban,684,0.43,8,0,706937,114768,0.16,1,0.11,1.4,1,1,0,0,0.7,0.15,3,121.5,0.24,2,1,0
34,salaried,low,urban,747,0.05,7,1,409531,107094,0.26,4,0.18,2.5,0,2,0,0,0.91,0.36,21,0.0,0.13,2,0,0
56,business,high,urban,693,0.52,9,1,1001238,234218,0.23,2,0.35,1.1,0,2,0,0,0.77,0.28,15,11.6,0.53,2,0,0
53,salaried,high,rural,603,0.46,4,1,1082413,122147,0.11,0,0.45,1.2,0,3,1,0,0.82,0.01,5,0.0,0.8,0,0,0
43,self_employed,high,rural,748,0.5,6,1,1144168,72930,0.06,0,0.29,2.2,0,2,0,0,0.92,0.34,5,125.7,0.18,2,0,0
