event_id,event_timestamp,insurance_type,region,policy_tier,event_channel,verification_mode,claim_stage,customer_age,annual_income,premium_amount,policy_duration_months,event_amount,historical_event_count,account_tenure_days,event_delay_days,supporting_doc_count,external_reference_score,geo_risk_index,behavioral_score,payment_irregularity_count,prior_escalations,digital_activity_score,asset_value_estimate,coverage_utilization_ratio,co_participant_count,network_trust_score,anomaly_indicator,historical_avg_amount,amount_deviation_ratio,response_latency_seconds,device_switch_count,profile_update_frequency,third_party_involvement,investigation_flag,sentiment_score,document_complexity_score,fraud_outcome,fraud_probability_percent
2995,25-02-2025 22:49,home,east,basic,branch,hybrid,submitted,27,1733361,58244,54,51125,3,59,29,1,0.74,0.48,23.2,0,0,73.6,822803,1.21,3,0.85,0,142319,0.36,51,3,1,0,1,-0.24,0.71,0,53
2996,25-02-2025 23:04,business,west,standard,branch,auto,approved,48,433820,55054,118,174496,3,2411,29,4,0.7,0.64,71.5,2,1,92.7,598496,0.75,2,0.36,1,16568,10.53,191,1,1,1,0,-0.7,0.6,1,71
2997,25-02-2025 23:15,vehicle,south,standard,branch,hybrid,rejected,62,432528,68714,49,182176,0,1719,31,7,0.98,0.58,22.9,1,0,80.9,659382,0.51,3,0.57,0,233069,0.78,276,0,0,1,0,-0.12,0.85,0,7
2998,25-02-2025 23:31,home,east,premium,mobile_app,manual,rejected,36,1728334,14827,103,384767,1,60,72,0,0.49,0.4,52.6,0,2,12.2,869029,0.54,0,0.85,0,61666,6.24,191,2,1,0,0,-0.59,0.37,1,97
2999,25-02-2025 23:36,agriculture,south,basic,agent,auto,under_review,57,339084,65184,85,209985,3,532,11,0,0.38,0.69,50.2,1,0,32.5,740554,1.45,1,0.89,0,249327,0.84,108,0,1,0,0,0.94,0.38,0,70
3000,25-02-2025 23:54,education,central,premium,agent,hybrid,submitted,40,1783348,72723,109,175999,2,2615,74,9,0.92,0.62,47.8,1,0,73.8,377283,1.32,2,0.6,0,184577,0.95,178,0,0,0,1,-0.05,0.85,0,14
3001,26-02-2025 00:04,education,south,standard,branch,hybrid,approved,31,791109,49868,64,291264,2,728,71,3,0.2,0.54,58.3,3,0,57.6,808223,0.59,1,0.42,0,29953,9.72,177,0,2,0,0,-0.24,0.5,1,99
3002,26-02-2025 00:20,home,central,standard,agent,hybrid,rejected,52,967556,30528,70,120232,4,895,76,2,0.17,0.84,74,2,0,46.2,866641,0.85,1,0.29,1,62939,1.91,99,2,1,0,0,0.89,0.28,0,49
3003,26-02-2025 00:24,agriculture,north,premium,mobile_app,auto,rejected,48,974748,42945,53,124210,5,2178,73,7,0.93,0.76,4.8,0,1,63.3,551655,1.35,1,0.51,1,69982,1.77,144,2,0,0,0,-0.47,0.32,1,89
3004,26-02-2025 00:39,education,central,standard,branch,auto,investigating,66,,71591,43,399245,0,3580,23,7,0.94,0.53,63.6,0,0,63.7,943522,0.48,2,0.27,0,190062,2.1,263,0,1,1,0,0.03,0.82,0,38
3005,26-02-2025 00:51,warranty,west,premium,mobile_app,auto,investigating,37,603454,66753,26,441094,1,1970,50,8,0.55,0.51,66.6,1,0,12.1,135066,1.35,3,0.88,0,9367,47.09,285,0,1,1,1,0.38,0.95,1,82
3006,26-02-2025 01:03,agriculture,north,standard,web,manual,submitted,60,222395,36420,53,418343,1,2684,81,6,0.57,0.44,13,0,0,74.9,654639,1.46,1,0.65,0,170300,2.46,29,0,0,1,0,-0.77,0.46,0,10
3007,26-02-2025 01:20,warranty,west,premium,branch,hybrid,under_review,47,1149369,74833,12,304554,2,3151,25,0,0.27,0.16,57.3,0,0,38.6,914046,1.38,3,0.87,0,158564,1.92,286,0,0,1,0,-0.35,0.38,0,19
3008,26-02-2025 01:27,home,north,premium,web,auto,submitted,30,1564029,62474,101,259440,2,2110,84,6,0.62,0.43,80.9,0,0,82.7,792581,1.36,1,0.77,0,94112,2.76,43,0,0,0,1,-0.97,0.77,0,10
3009,26-02-2025 01:37,education,central,basic,mobile_app,auto,investigating,27,424937,58532,44,32621,0,2506,15,1,0.18,0.49,41.3,1,1,63.6,206002,0.4,2,0.88,0,264041,0.12,243,1,1,0,0,0.17,0.56,0,58
3010,26-02-2025 01:48,business,west,standard,branch,hybrid,submitted,18,1938603,44650,34,409819,1,1991,41,2,0.71,0.61,14.4,2,0,46,790402,1.43,1,0.84,0,67189,6.1,205,0,1,0,0,-0.36,1,1,71
3011,26-02-2025 02:00,business,north,standard,branch,hybrid,approved,56,827787,45901,77,229295,2,3604,3,1,0.22,0.7,59.3,1,0,46.9,933747,0.74,0,0.9,0,283971,0.81,276,1,0,0,0,0.73,0.88,0,56
3012,26-02-2025 02:12,business,north,standard,web,hybrid,investigating,31,1033303,66814,20,122961,3,2084,12,4,0.14,0.71,98.2,2,0,40.3,157224,1.26,1,0.55,0,109453,1.12,20,0,0,1,0,-0.56,0.39,0,22
3013,26-02-2025 02:32,business,east,standard,agent,auto,submitted,59,431627,45090,118,131533,0,3165,41,4,0.74,0.85,90.3,0,1,50.9,65574,0.98,1,0.85,0,97352,1.35,171,0,1,0,0,0.18,0.84,0,59
3014,26-02-2025 02:40,health,south,standard,mobile_app,hybrid,investigating,59,319506,24386,49,425085,1,2650,65,5,0.91,0.29,73,0,1,58.7,582909,1.46,0,0.65,0,209776,2.03,249,0,0,0,0,-0.12,0.96,0,40
3015,26-02-2025 02:54,education,south,basic,web,hybrid,rejected,38,1022302,55319,98,224628,1,2477,2,2,0.49,0.89,88.5,1,0,83.2,391999,0.87,3,0.7,0,139943,1.61,257,1,1,0,0,0.46,0.21,0,39
3016,26-02-2025 03:05,agriculture,south,standard,branch,manual,investigating,35,706719,58368,103,426248,0,2961,87,0,0.26,0.71,20.2,1,0,80.7,778136,0.13,1,0.29,0,125645,3.39,9,1,1,0,0,0.66,0.13,0,36
3017,26-02-2025 03:13,warranty,south,premium,agent,auto,rejected,54,228106,26680,18,99291,2,2870,19,7,0.98,0.55,8.8,1,1,60.9,232752,0.72,2,0.57,0,8785,11.3,215,2,0,0,0,-0.06,0.69,1,57
3018,26-02-2025 03:28,agriculture,north,premium,mobile_app,manual,approved,27,840309,69340,8,152955,2,1817,16,6,0.42,0.1,22,1,1,75,194050,0.91,2,0.21,1,109992,1.39,37,0,1,0,0,-0.62,0.59,0,37
3019,26-02-2025 03:41,business,west,basic,branch,manual,approved,40,1999351,70272,13,465020,0,729,59,4,0.02,0.66,17.3,0,0,10.8,126562,0.62,2,0.63,0,254074,1.83,30,0,0,0,0,-0.78,0.96,0,36
3020,26-02-2025 03:51,home,north,basic,web,hybrid,under_review,64,422706,63091,27,131860,0,3715,54,6,0.47,0.17,31.6,1,1,75.3,167445,0.61,0,0.94,0,200767,0.66,163,1,0,1,0,0.62,0.23,0,36
3021,26-02-2025 04:06,warranty,central,standard,agent,auto,under_review,22,813685,29214,21,46932,4,1639,77,3,0.48,0.34,79.7,0,0,40.8,970181,1.28,3,0.57,0,150213,0.31,223,0,0,0,0,-0.58,0.53,0,5
3022,26-02-2025 04:18,business,east,basic,agent,hybrid,rejected,67,406294,15849,27,74099,2,3414,57,7,0.88,0.6,64.1,0,0,23.7,281975,1.13,1,0.86,1,236671,0.31,244,1,0,0,1,0,0.24,0,22
3023,26-02-2025 04:28,home,central,basic,branch,hybrid,under_review,47,1260234,73964,64,292566,0,3149,55,5,0.94,0.52,39.5,0,1,17,967819,1.17,3,0.87,0,247545,1.18,31,1,3,0,0,0.14,0.96,0,23
3024,26-02-2025 04:37,business,central,premium,mobile_app,hybrid,submitted,43,1731843,58063,10,496975,0,1905,84,0,0.8,0.86,16.8,0,1,39.1,529765,1.06,2,0.28,0,136955,3.63,288,0,2,1,0,-0.5,0.11,1,82
3025,26-02-2025 04:53,health,east,premium,branch,manual,under_review,50,1211973,33116,29,145273,1,2647,87,9,0.75,0.64,94.8,2,2,50.8,486772,0.85,3,0.62,1,100800,1.44,127,1,1,0,0,-0.87,0.83,0,36
3026,26-02-2025 05:08,vehicle,west,standard,agent,manual,investigating,23,206619,16599,119,81397,4,3724,89,9,0.7,0.71,14.5,1,1,74.6,125310,0.31,3,0.46,0,12373,6.58,76,1,0,0,0,0.9,0.57,1,84
3027,26-02-2025 05:17,agriculture,central,standard,branch,auto,investigating,25,1083002,20926,48,362106,4,3840,25,9,0.76,0.55,40.2,1,0,83.5,826034,1.37,2,0.26,0,182820,1.98,237,1,0,0,0,0.46,0.3,0,59
3028,26-02-2025 05:32,vehicle,west,standard,agent,hybrid,rejected,71,314673,68289,41,340781,2,2260,10,4,0.25,0.46,58.1,0,1,15.5,953809,0.88,1,0.4,0,115971,2.94,283,1,0,0,0,0.06,0.9,0,58
3029,26-02-2025 05:36,warranty,south,standard,branch,auto,under_review,61,374892,12802,42,218051,2,3449,80,2,0.08,0.42,82.3,2,0,88.3,798701,1.4,3,0.42,0,23828,9.15,229,0,2,0,0,-0.98,0.5,1,65
3030,26-02-2025 05:56,vehicle,north,standard,mobile_app,hybrid,investigating,43,1548702,40081,32,193113,0,1586,,4,0.2,0.33,38.9,0,0,21.1,78659,0.91,2,0.27,0,179780,1.07,148,1,1,0,0,-0.14,0.3,0,62
3031,26-02-2025 06:00,home,south,basic,branch,auto,approved,44,1330437,66672,111,286126,3,3541,0,4,0.89,0.36,17.6,0,0,10.8,770710,1.24,1,0.66,0,249050,1.15,258,2,1,0,0,0.03,0.25,0,74
3032,26-02-2025 06:17,vehicle,east,standard,branch,hybrid,submitted,23,1987057,15927,101,383922,0,2251,71,6,0.3,0.63,10.8,0,0,10.5,446039,0.26,2,0.21,0,284282,1.35,160,1,0,1,0,-0.31,0.83,0,54
3033,26-02-2025 06:25,life,west,standard,web,auto,approved,39,1156809,16828,65,158040,4,1104,72,1,0.39,0.73,51.2,2,1,91.8,779501,0.12,3,0.91,0,197280,0.8,12,0,0,0,0,0.18,0.75,1,79
3034,26-02-2025 06:36,home,north,premium,mobile_app,auto,approved,61,806696,60331,91,187435,2,569,78,1,0.62,0.41,51.8,1,1,16,75094,0.11,0,0.38,0,134649,1.39,79,2,0,0,0,-0.35,0.48,1,94
3035,26-02-2025 06:55,business,west,premium,web,hybrid,investigating,35,1509176,48927,68,336907,0,3008,56,7,0.51,0.28,,0,0,77.3,711482,0.2,3,0.46,0,135797,2.48,261,1,0,0,0,0.02,0.32,1,64
3036,26-02-2025 07:01,health,west,standard,mobile_app,hybrid,rejected,39,270749,32830,7,151534,1,689,55,2,0.65,0.67,53.5,1,1,43.5,998958,0.73,3,0.89,1,64325,2.36,166,0,1,0,0,-0.43,0.46,0,8
3037,26-02-2025 07:14,agriculture,east,premium,web,hybrid,submitted,62,1097294,43496,42,67420,1,1061,,3,0.55,0.44,12.7,0,0,43,960692,0.32,0,0.45,1,15053,4.48,213,1,1,1,0,-0.04,0.75,1,70
3038,26-02-2025 07:31,education,south,standard,agent,auto,investigating,51,645354,12694,105,110808,1,1607,10,5,0.05,0.63,30.8,1,0,42.3,292807,0.97,0,0.23,0,210938,0.53,263,1,0,1,0,-0.64,0.77,0,10
3039,26-02-2025 07:37,vehicle,east,standard,agent,manual,investigating,18,1323074,11234,104,360914,1,3636,76,0,0.04,0.18,20.3,0,1,48,647355,0.25,1,0.43,0,298072,1.21,133,1,1,0,0,0.25,0.41,0,51
3040,26-02-2025 07:48,vehicle,central,standard,agent,auto,approved,46,322134,50126,7,422092,1,1627,60,9,0.13,0.9,26.9,0,1,80.7,470140,0.91,2,0.6,0,23573,17.9,162,0,0,0,0,-0.1,0.13,1,72
3041,26-02-2025 08:01,business,central,standard,web,hybrid,rejected,63,1470474,78890,38,266757,1,935,85,8,0.53,0.77,,1,0,71.7,571903,0.16,2,0.87,0,195988,1.36,82,0,0,0,0,0.17,0.74,0,72
3042,26-02-2025 08:14,warranty,west,premium,agent,hybrid,approved,60,1276303,32242,82,65314,2,791,79,4,0.19,0.17,37.8,0,0,79.8,51241,0.37,1,0.29,1,183321,0.36,184,0,0,0,0,0.49,0.96,0,32
3043,26-02-2025 08:31,health,south,basic,web,auto,submitted,50,1338446,35478,11,230629,3,2758,41,3,0.48,0.87,52.4,1,1,80.5,877193,0.28,1,0.77,1,225443,1.02,262,1,1,0,0,-0.37,0.59,0,13
3044,26-02-2025 08:37,agriculture,south,premium,web,auto,approved,70,385997,79362,82,32775,2,3997,77,4,0.25,0.72,24.6,1,0,46.9,908725,1.36,3,0.89,0,186946,0.18,213,1,2,0,0,0.68,0.42,0,62
3045,26-02-2025 08:53,warranty,north,standard,mobile_app,hybrid,approved,62,1734683,5827,7,289461,4,1806,75,8,0.41,0.56,70.4,1,0,42.1,641272,0.92,2,0.21,0,127688,2.27,285,0,1,0,1,0.01,0.86,0,20
3046,26-02-2025 09:06,life,east,standard,branch,hybrid,approved,70,1642507,22109,51,447254,0,3178,39,6,0.17,0.35,84.5,1,0,33.2,493371,1.21,3,0.73,0,27970,15.99,148,1,1,1,0,0.58,0.95,1,94
3047,26-02-2025 09:18,life,west,premium,mobile_app,hybrid,approved,70,845525,59343,47,129195,1,1899,55,6,0.45,0.11,32.6,0,1,38.5,354448,1.35,0,0.75,1,15654,8.25,296,0,0,0,0,0.78,0.78,1,82
3048,26-02-2025 09:26,warranty,north,premium,branch,manual,submitted,64,437035,13410,99,268548,0,1694,5,5,0.75,0.63,13.2,1,1,43.4,623390,1.27,3,0.57,0,261490,1.03,256,1,0,0,0,0,0.73,0,66
3049,26-02-2025 09:43,vehicle,east,premium,branch,hybrid,approved,63,961155,65337,7,460941,1,205,65,8,0.54,0.14,85.1,0,0,61.7,321715,0.82,1,0.4,0,19910,23.15,269,1,1,1,0,0.56,0.95,1,100
3050,26-02-2025 09:56,agriculture,south,standard,web,auto,under_review,70,1083387,27239,10,250915,4,3066,22,7,0.6,0.14,42.3,0,0,31.3,416467,1.34,0,0.47,0,253505,0.99,101,2,0,1,0,0.98,0.45,1,84
3051,26-02-2025 10:04,home,west,premium,web,auto,rejected,59,1337009,78081,92,295858,1,802,60,3,0.32,0.49,11.3,0,1,13.6,849553,0.29,3,0.69,0,210616,1.4,103,2,0,0,0,0.77,0.84,0,64
3052,26-02-2025 10:15,vehicle,north,basic,mobile_app,auto,under_review,36,264534,42219,104,126710,1,1001,26,0,1,0.61,40.1,0,0,29.8,217430,1.12,3,0.66,1,257802,0.49,104,1,0,0,0,-0.22,0.73,1,91
3053,26-02-2025 10:24,business,central,premium,branch,hybrid,investigating,39,760333,67025,22,149418,1,424,61,8,0.14,0.24,84.5,0,0,27.4,718385,0.36,3,0.76,1,9555,15.64,77,1,0,1,0,-0.14,0.92,1,72
3054,26-02-2025 10:40,education,central,standard,branch,auto,investigating,42,1034338,43865,70,413759,1,117,65,5,0.96,0.48,77.9,1,0,61.2,586390,0.96,0,0.75,0,252604,1.64,95,0,1,1,0,-0.02,0.83,0,66
3055,26-02-2025 10:51,education,central,premium,mobile_app,auto,rejected,60,325286,61028,27,364933,0,829,68,2,0.67,0.28,10.3,1,0,78.6,492425,0.6,0,0.37,0,27867,13.1,294,0,0,0,0,-0.25,0.69,1,78
3056,26-02-2025 11:05,home,north,standard,mobile_app,manual,rejected,58,1481778,32998,34,406397,3,3972,9,7,0.94,0.42,68,0,0,42.2,881201,1.46,1,0.24,0,170694,2.38,108,2,0,0,0,-0.86,0.93,1,83
3057,26-02-2025 11:19,warranty,north,standard,mobile_app,auto,submitted,46,1218136,59090,35,139421,4,1355,51,5,0.35,0.52,96.7,1,1,24.7,156287,0.44,3,0.83,1,45247,3.08,297,0,0,0,0,0.97,0.62,0,36
3058,26-02-2025 11:27,vehicle,central,basic,agent,manual,submitted,20,1467724,20031,118,45724,3,2881,1,9,0.22,0.11,14.1,0,1,47.8,496472,0.22,3,0.73,0,144519,0.32,47,0,0,0,0,-0.49,0.63,0,27
3059,26-02-2025 11:42,health,west,premium,web,manual,under_review,35,1206855,57271,49,435548,1,2041,63,7,0.51,0.12,95.5,0,0,45.5,705307,1.35,0,0.88,0,123186,3.54,97,0,3,1,0,0.81,0.95,0,16
3060,26-02-2025 11:50,education,south,premium,branch,hybrid,submitted,45,,28565,55,234867,3,517,47,8,0.66,0.84,87.7,0,0,26,302863,1.49,2,0.64,0,241163,0.97,121,1,0,0,1,0.44,0.51,0,61
3061,26-02-2025 12:08,life,central,basic,web,hybrid,approved,49,371409,35519,28,149180,2,2832,53,4,0.78,0.23,34,0,1,81.3,376173,0.9,0,0.22,0,26725,5.58,245,0,1,0,0,-0.81,0.72,1,73
3062,26-02-2025 12:20,warranty,east,standard,branch,manual,submitted,27,1150442,45572,77,352883,0,3820,36,6,0.1,0.15,64.4,1,0,37.9,938506,0.54,1,0.4,0,44276,7.97,114,0,0,0,0,-0.89,0.13,0,65
3063,26-02-2025 12:27,agriculture,east,standard,branch,auto,investigating,69,1330999,65386,82,494300,0,623,65,0,0.88,0.32,8.3,2,0,40.4,109525,0.22,3,0.75,0,10747,45.99,294,0,0,0,0,-0.39,0.48,1,93
3064,26-02-2025 12:43,health,east,premium,agent,hybrid,rejected,71,1087698,10037,104,146377,2,309,42,6,0.23,0.53,26.1,0,0,13.7,166956,0.55,3,0.38,0,108246,1.35,299,3,0,0,1,0.28,0.48,0,4
3065,26-02-2025 12:48,life,north,standard,mobile_app,manual,approved,66,1292031,31017,92,367628,0,1340,35,8,0.98,0.84,43.9,1,1,36.2,372590,1.33,0,0.46,0,171471,2.14,166,1,0,0,0,0.88,0.52,0,46
3066,26-02-2025 13:00,agriculture,west,basic,branch,auto,approved,52,840382,72488,67,171904,0,3620,24,7,0.93,0.11,40.2,0,0,57.5,265430,0.31,1,0.36,1,206916,0.83,252,0,2,1,1,-0.64,0.44,0,71
3067,26-02-2025 13:16,vehicle,south,basic,agent,auto,submitted,60,246430,43302,70,216412,1,2110,37,8,0.45,0.67,71.9,0,0,38.7,471442,0.8,2,0.72,0,52175,4.15,224,0,0,0,0,-0.71,0.64,1,79
3068,26-02-2025 13:25,vehicle,south,standard,branch,hybrid,investigating,19,243591,22548,51,454027,5,208,27,8,0.98,0.86,30,0,1,76.7,229337,0.18,0,0.35,0,51074,8.89,262,0,1,0,0,0.88,0.52,1,66
3069,26-02-2025 13:38,vehicle,west,standard,agent,manual,submitted,42,1163975,44957,39,146925,1,1098,50,5,0.63,0.47,24,1,0,94.2,339542,1.26,0,0.52,0,188177,0.78,193,0,0,0,1,-0.52,0.53,0,13
3070,26-02-2025 13:56,business,east,premium,mobile_app,auto,under_review,32,1349656,37541,8,17370,2,1445,30,8,0.41,0.66,33.8,0,0,59.3,776215,0.28,0,0.84,0,145792,0.12,192,2,0,0,0,-0.09,0.7,0,50
3071,26-02-2025 14:06,agriculture,central,standard,mobile_app,hybrid,submitted,64,210924,71220,52,293207,0,2188,2,8,0.12,0.57,28.4,0,1,15.3,385198,1.05,3,0.66,0,24361,12.04,180,0,0,1,0,-0.13,0.63,1,97
3072,26-02-2025 14:20,vehicle,east,basic,agent,hybrid,submitted,47,1280210,35103,92,37332,3,1574,9,3,0.44,0.58,84.9,1,1,83,66860,1.29,3,0.83,0,36439,1.02,210,0,1,1,0,-0.69,0.63,0,29
3073,26-02-2025 14:27,agriculture,west,basic,web,auto,submitted,31,1290706,23040,14,474214,1,1215,56,9,0.73,0.69,52.1,1,0,40.5,947508,0.84,3,0.39,0,165052,2.87,71,1,1,0,0,-0.74,0.33,0,42
3074,26-02-2025 14:44,agriculture,west,premium,mobile_app,manual,approved,23,1194271,5031,57,462566,4,384,60,6,0.79,0.7,69.4,0,1,64.4,451704,0.2,1,0.72,0,247857,1.87,263,1,1,0,0,0.47,0.57,0,20
3075,26-02-2025 14:55,vehicle,north,premium,branch,manual,approved,34,349504,46075,100,391930,0,1853,4,2,0.99,0.79,,0,0,75.3,705362,1.31,2,0.26,0,291921,1.34,102,0,1,1,0,0.22,0.33,0,9
3076,26-02-2025 15:02,education,north,standard,agent,manual,approved,29,1417748,57521,22,286155,1,3649,8,0,0.62,0.42,,0,0,31.1,993432,1.1,1,0.59,0,244944,1.17,286,3,0,0,1,0.69,0.46,0,53
3077,26-02-2025 15:19,agriculture,central,standard,mobile_app,manual,rejected,59,1039575,24723,14,53413,0,1859,80,4,0.93,0.71,84.2,0,0,69.4,530357,0.56,3,0.61,0,223481,0.24,262,0,0,0,0,-0.87,0.33,0,53
3078,26-02-2025 15:27,education,east,premium,branch,auto,submitted,49,1368427,64381,32,296766,0,1340,14,2,0.81,0.65,62.6,1,0,45.7,430735,0.17,2,0.89,0,45259,6.56,221,0,0,1,0,-0.62,0.89,1,78
3079,26-02-2025 15:44,life,central,basic,mobile_app,auto,under_review,29,1662279,30731,69,353228,4,3768,,5,0.96,0.22,17.4,1,0,63.4,55930,1.35,2,0.8,0,171737,2.06,26,1,0,1,0,-0.26,0.33,0,30
3080,26-02-2025 15:50,agriculture,central,premium,mobile_app,hybrid,submitted,23,1622958,76517,50,117327,2,864,74,7,0.78,0.65,96.4,0,0,67.7,921034,0.7,1,0.86,1,105707,1.11,200,0,0,0,0,0.48,0.78,0,22
3081,26-02-2025 16:01,vehicle,central,standard,branch,auto,submitted,22,1190019,17270,105,367190,3,661,73,4,0.65,0.75,76.4,2,0,50.6,245288,0.76,3,0.86,1,266907,1.38,106,0,1,1,0,0.67,0.42,0,8
3082,26-02-2025 16:15,life,west,basic,web,manual,investigating,27,1344141,9754,42,477227,0,3501,7,6,0.19,0.31,76.8,1,0,69.4,287025,1.25,3,0.93,0,35265,13.53,170,0,0,0,0,0.49,0.88,1,77
3083,26-02-2025 16:30,agriculture,north,standard,agent,auto,submitted,63,1585265,48121,110,318869,3,3239,25,7,0.84,0.4,84.2,1,0,46.7,59552,1.29,1,0.55,0,274613,1.16,58,0,0,1,0,0.06,0.98,0,65
3084,26-02-2025 16:36,business,east,standard,web,auto,rejected,61,1139550,8174,45,106057,1,862,38,2,0.99,0.71,12.5,2,0,26.4,931082,0.34,1,0.66,0,295739,0.36,293,0,1,0,0,-0.25,0.35,0,35
3085,26-02-2025 16:53,home,north,basic,branch,auto,rejected,39,539528,16201,16,458575,2,253,40,8,0.65,0.63,81.7,0,0,92.4,439860,0.35,2,0.71,0,277533,1.65,174,1,0,0,1,0.27,0.43,0,64
3086,26-02-2025 17:04,life,west,standard,branch,hybrid,submitted,63,1025505,59331,87,75001,0,1384,71,1,0.54,0.65,24.5,0,0,80.7,647284,1.35,3,0.88,1,141514,0.53,42,0,0,0,1,-0.62,0.28,0,38
3087,26-02-2025 17:12,agriculture,west,basic,mobile_app,auto,approved,68,1471168,74683,81,238203,1,283,3,0,0.15,0.35,19.4,1,0,29.3,144028,0.99,3,0.7,0,217218,1.1,60,0,0,0,0,0.86,0.73,0,30
3088,26-02-2025 17:32,warranty,north,standard,web,manual,approved,33,1893972,54713,37,454538,2,1598,22,7,0,0.44,6.3,1,1,17.2,632851,0.3,0,0.87,0,210892,2.16,49,2,0,0,0,0.86,0.16,0,42
3089,26-02-2025 17:37,home,west,standard,branch,auto,under_review,61,259694,53205,76,325036,2,78,43,2,0.52,0.31,58.7,2,1,37.6,423228,0.23,3,0.71,1,240754,1.35,227,0,0,1,0,0.81,0.88,0,69
3090,26-02-2025 17:53,home,west,standard,agent,hybrid,rejected,22,1219568,54833,17,347666,1,1216,11,9,0.29,0.35,35.2,0,0,84.6,681655,0.52,3,0.71,0,63931,5.44,248,0,0,0,0,-0.7,0.64,1,88
3091,26-02-2025 18:08,education,west,premium,web,hybrid,rejected,38,526625,60903,93,338395,2,3200,48,4,0.57,0.49,79.5,0,0,40.3,792860,0.18,0,0.64,0,147081,2.3,45,1,0,0,0,0.68,0.1,0,42
3092,26-02-2025 18:15,health,east,standard,web,manual,under_review,55,209127,38313,27,238054,1,2214,77,6,0.69,0.74,28.3,0,0,62.2,88770,1.2,2,0.43,1,176862,1.35,195,3,1,0,1,-0.98,0.12,0,11
3093,26-02-2025 18:30,education,central,premium,mobile_app,hybrid,approved,36,1544116,28677,29,293962,3,2446,67,9,0.85,0.31,87.9,0,0,21,840765,0.16,0,0.63,0,11753,25.01,216,0,1,0,0,-0.21,0.29,1,65
3094,26-02-2025 18:39,agriculture,south,premium,branch,auto,under_review,48,1421421,70389,7,424281,2,1697,73,0,0.51,0.74,35,1,0,62.7,428843,1.21,0,0.76,1,256599,1.65,5,2,2,0,1,0.89,0.72,0,39
3095,26-02-2025 18:51,health,central,basic,web,auto,investigating,65,694911,60368,61,88985,2,2926,34,2,0.45,0.29,36.5,0,0,67.2,283197,1.11,3,0.73,1,175876,0.51,235,0,0,1,0,-0.57,0.93,0,11
3096,26-02-2025 19:08,education,west,basic,mobile_app,manual,under_review,74,1790729,73242,66,283897,1,3787,54,0,0.8,0.21,30,0,0,10.5,323772,0.54,3,0.23,0,53503,5.31,219,2,0,1,1,-0.46,0.73,1,73
3097,26-02-2025 19:20,vehicle,west,standard,branch,auto,investigating,20,1174015,9191,100,465058,2,2508,66,5,0.76,0.61,51.1,3,0,60.7,388403,1.32,2,0.42,0,290747,1.6,244,1,1,0,0,-0.04,0.32,0,36
3098,26-02-2025 19:24,life,north,premium,branch,manual,investigating,21,539284,51049,56,200733,1,2547,30,1,0.59,0.79,98.2,0,0,49.8,579935,0.6,0,0.43,0,246969,0.81,95,0,1,0,0,-0.88,0.46,0,29
3099,26-02-2025 19:40,warranty,central,premium,mobile_app,manual,under_review,41,1940049,20308,118,13723,4,2794,60,4,0.58,0.31,80.7,0,0,73.4,943886,0.18,2,0.24,1,59618,0.23,140,1,1,0,0,0.76,0.62,0,60
3100,26-02-2025 19:56,business,east,premium,mobile_app,auto,rejected,25,1278155,32917,60,317578,0,3469,14,6,0.48,0.81,83.4,2,3,30.2,816790,1.03,2,0.39,0,104404,3.04,41,0,0,0,0,-0.06,0.49,0,33
3101,26-02-2025 20:05,vehicle,west,basic,agent,manual,approved,36,217685,73537,15,461502,1,541,57,9,0.44,0.74,87.3,2,0,31,778556,0.45,0,0.72,0,250602,1.84,248,3,0,0,0,0.23,0.16,0,41
3102,26-02-2025 20:20,vehicle,west,premium,mobile_app,manual,under_review,26,350817,38015,50,216307,2,158,84,9,0.94,0.68,96.4,0,0,30.4,270749,0.67,1,0.47,0,109482,1.98,20,0,0,0,0,-0.21,0.83,0,32
3103,26-02-2025 20:25,health,south,standard,mobile_app,manual,under_review,18,243927,61279,106,359834,2,1810,9,5,0.08,0.28,59.6,0,0,41.7,952971,0.39,0,0.76,1,230010,1.56,4,0,0,0,0,0.52,0.28,0,40
3104,26-02-2025 20:39,education,east,basic,branch,hybrid,rejected,38,1976656,68060,16,315742,2,2655,66,6,0.17,0.75,70.1,0,0,25,432808,0.65,0,0.54,1,214938,1.47,11,0,2,1,0,-0.53,0.15,0,63
3105,26-02-2025 20:54,life,west,basic,branch,manual,under_review,27,1737736,45854,83,447546,1,3694,81,0,0.79,0.48,84.4,1,0,46.8,460192,0.36,3,0.38,0,255806,1.75,166,2,0,0,0,0.19,0.54,0,19
3106,26-02-2025 21:04,home,central,standard,web,manual,submitted,25,1349396,69999,32,86308,0,3425,60,7,0.15,0.24,89.7,0,1,62.8,798249,0.82,2,0.79,0,12339,6.99,243,1,1,1,0,0.83,0.97,1,83
3107,26-02-2025 21:19,business,central,standard,agent,auto,approved,20,1373061,71890,71,349679,2,164,39,6,0.38,0.36,0.5,0,0,90.1,558532,0.8,3,0.28,0,86477,4.04,165,2,0,1,1,0.4,0.11,1,72
3108,26-02-2025 21:29,business,central,premium,branch,hybrid,investigating,66,1516203,76118,23,412622,0,1379,39,2,0.52,0.11,68,1,1,87.3,445326,1.17,3,0.42,0,124907,3.3,84,0,0,0,0,0.12,0.3,1,94
